id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
216,Pimpri-Chinchwad,2115,5,1,2014,1,4528025
217,Viman Nagar,2246,4,3,2008,0,11697680
218,Viman Nagar,1053,3,3,2013,0,12730815
223,Pimpri-Chinchwad,902,1,3,1989,1,14854077
224,Viman Nagar,2093,3,1,1981,0,4939009
229,Pimpri-Chinchwad,3054,1,3,1983,0,3280906
230,Viman Nagar,2319,2,1,2010,1,6444029
233,Viman Nagar,1049,2,2,2013,1,8569142
234,Viman Nagar,3157,4,1,2016,1,10487614
238,Viman Nagar,3377,4,1,2021,1,6152245
239,Kalyani Nagar,2994,5,2,1989,1,6147970
240,Kalyani Nagar,1476,1,3,1999,0,2844437
241,Pimpri-Chinchwad,3328,3,2,1999,1,3719957
244,Pimpri-Chinchwad,1014,3,3,1993,1,8296091
245,Pimpri-Chinchwad,2996,5,3,2014,1,12868211
246,Pimpri-Chinchwad,3018,1,1,1990,1,11691143
247,Viman Nagar,2178,4,3,1999,0,5039148
249,Viman Nagar,2668,4,2,1991,0,3574372
250,Pimpri-Chinchwad,1033,3,2,2001,1,14256405
252,Viman Nagar,1359,3,1,2017,1,3236796
253,Viman Nagar,3102,2,3,1998,1,13685130
254,Pimpri-Chinchwad,2655,4,1,1990,1,12820386
256,Pimpri-Chinchwad,2503,5,1,1995,0,13451144
258,Kalyani Nagar,1548,2,1,1984,0,14071552
262,Pimpri-Chinchwad,970,3,2,1985,1,12432203
263,Kalyani Nagar,2655,3,1,1996,0,2896215
265,Viman Nagar,2876,5,1,2019,0,6774382
267,Viman Nagar,3005,4,1,1991,1,7830373
269,Kalyani Nagar,1274,5,1,2009,1,2356855
270,Viman Nagar,1006,3,3,1991,0,12205456
271,Pimpri-Chinchwad,2307,2,3,1993,0,10797712
274,Viman Nagar,2270,1,2,2012,1,12170502
275,Pimpri-Chinchwad,1707,4,3,2022,1,7779748
276,Pimpri-Chinchwad,2744,2,3,2004,1,8938200
277,Kalyani Nagar,1959,2,2,2013,0,9116429
278,Pimpri-Chinchwad,2591,1,3,1994,1,9157598
279,Pimpri-Chinchwad,3223,5,2,1990,0,7592543
280,Pimpri-Chinchwad,3344,5,1,2018,0,7009252
282,Kalyani Nagar,2935,3,3,2022,1,3739784
284,Viman Nagar,1970,2,3,1998,0,7730907
286,Kalyani Nagar,1979,2,2,2020,1,9659795
287,Viman Nagar,2103,3,2,1987,1,9081882
288,Kalyani Nagar,3051,2,3,2006,1,14356491
289,Pimpri-Chinchwad,2622,4,2,2011,1,2639231
290,Viman Nagar,1766,3,1,2002,0,12073539
291,Pimpri-Chinchwad,2722,3,3,2002,0,5789202
294,Viman Nagar,1543,4,1,1994,0,2756734
295,Viman Nagar,2594,2,1,2002,0,7282156
296,Kalyani Nagar,2766,5,1,1984,0,14415794
297,Kalyani Nagar,2196,4,3,2004,0,12189342
298,Pimpri-Chinchwad,965,2,3,2023,1,14651071
299,Viman Nagar,1596,1,1,2017,1,7740686
301,Kalyani Nagar,2955,5,2,1986,1,11033369
302,Kalyani Nagar,2636,5,3,2006,1,2418330
304,Kalyani Nagar,1020,4,2,1987,1,10562763
305,Pimpri-Chinchwad,1306,2,2,2009,0,2266619
306,Viman Nagar,1788,1,3,1988,0,6647361
308,Viman Nagar,1157,5,1,1993,1,14540103
309,Kalyani Nagar,3385,4,3,1990,0,12003981
310,Kalyani Nagar,1545,5,1,2011,0,9470418
312,Pimpri-Chinchwad,923,1,2,2007,0,9284345
317,Pimpri-Chinchwad,1259,3,1,2021,0,11738681
320,Pimpri-Chinchwad,1413,4,1,2021,0,5125916
327,Pimpri-Chinchwad,2477,1,1,2005,0,9860511
328,Kalyani Nagar,1339,5,3,2018,1,8349251
331,Pimpri-Chinchwad,2590,1,3,2009,1,8151171
334,Kalyani Nagar,1677,4,1,2012,1,5406312
335,Viman Nagar,2786,2,1,2018,0,9037896
338,Viman Nagar,2731,1,2,1995,1,11752912
339,Kalyani Nagar,1359,1,2,2019,0,8701495
340,Viman Nagar,1544,4,3,1991,0,4668880
342,Viman Nagar,3480,3,2,1982,1,6187962
343,Pimpri-Chinchwad,2536,2,3,1987,0,8191782
344,Viman Nagar,1512,2,2,2000,1,6434497
347,Pimpri-Chinchwad,3018,4,1,2002,1,2937010
350,Kalyani Nagar,2423,3,1,1995,0,14173569
354,Viman Nagar,2088,1,2,1986,1,10956766
356,Pimpri-Chinchwad,2348,3,2,2022,1,10811209
357,Viman Nagar,1921,3,1,1995,0,13621590
358,Kalyani Nagar,3235,1,3,2016,0,8123212
360,Kalyani Nagar,2558,4,1,2007,0,14079429
361,Viman Nagar,1982,5,2,1982,0,11678421
362,Viman Nagar,1848,2,3,2017,1,7421294
363,Viman Nagar,1015,4,3,2010,1,9025826
364,Kalyani Nagar,1899,1,1,1981,1,9260694
365,Viman Nagar,2676,4,2,1981,1,7990486
366,Kalyani Nagar,2785,1,2,2022,1,11076288
367,Viman Nagar,2349,5,3,1986,1,9072210
368,Pimpri-Chinchwad,2707,2,1,1990,1,5120396
369,Viman Nagar,1512,1,1,1988,0,11351364
370,Kalyani Nagar,1891,3,1,1981,0,6574327
372,Viman Nagar,1680,3,3,2002,0,10091935
374,Pimpri-Chinchwad,1908,3,3,2008,1,6256617
376,Pimpri-Chinchwad,1960,4,1,1984,1,4958522
377,Viman Nagar,1545,3,3,1983,0,13458456
380,Kalyani Nagar,1992,1,2,2018,0,13568019
382,Kalyani Nagar,3403,3,3,2017,1,12323480
384,Viman Nagar,1381,5,3,1987,0,6637477
385,Kalyani Nagar,2551,3,3,1983,0,8276808
392,Kalyani Nagar,1476,4,2,1982,1,4012176
393,Kalyani Nagar,1027,3,3,2016,1,2335679
395,Kalyani Nagar,3132,3,2,1981,1,6063153
396,Kalyani Nagar,1779,4,2,2004,0,3330603
397,Kalyani Nagar,2697,2,2,2016,1,6007947
398,Pimpri-Chinchwad,2199,2,2,2010,1,10140571
399,Viman Nagar,2055,4,2,1991,0,5042629
401,Pimpri-Chinchwad,1064,1,3,2006,1,13686051
402,Kalyani Nagar,3223,4,1,1992,1,2202228
404,Kalyani Nagar,1457,3,1,2006,0,4053246
405,Viman Nagar,1747,3,1,1999,0,2522847
406,Kalyani Nagar,2924,1,3,2018,0,5685681
408,Viman Nagar,1080,4,2,2001,1,12143586
409,Kalyani Nagar,2552,4,3,2018,1,13854000
410,Viman Nagar,3476,2,1,2003,0,7174912
413,Kalyani Nagar,2295,1,3,1980,0,6093631
414,Viman Nagar,1468,3,1,2000,0,7829366
416,Kalyani Nagar,1363,4,1,1990,0,14836729
419,Kalyani Nagar,2459,1,3,2021,0,14620179
420,Viman Nagar,1707,4,3,1997,1,7683920
422,Viman Nagar,975,1,1,2023,1,5426477
425,Pimpri-Chinchwad,884,1,3,1998,0,14345208
428,Kalyani Nagar,2403,4,1,1994,0,4580895
429,Kalyani Nagar,3020,2,1,2008,1,6824201
430,Viman Nagar,1424,4,1,2007,0,12902919
433,Viman Nagar,2479,4,2,2018,1,7641076
434,Pimpri-Chinchwad,3454,4,2,1981,1,7203068
435,Viman Nagar,1359,4,2,2017,0,2026491
436,Viman Nagar,3080,5,2,2017,0,12778019
438,Pimpri-Chinchwad,1769,3,2,2020,0,5273588
439,Viman Nagar,1390,5,2,2004,1,8407708
442,Kalyani Nagar,3408,1,1,2004,1,10750148
443,Pimpri-Chinchwad,3039,4,3,2008,0,2580249
444,Pimpri-Chinchwad,972,1,2,2015,0,6037653
445,Kalyani Nagar,1057,5,3,2023,0,12550202
446,Viman Nagar,1492,5,1,2022,0,7462994
447,Pimpri-Chinchwad,2542,3,3,2018,0,9697245
451,Pimpri-Chinchwad,3271,4,1,1997,0,9132407
452,Viman Nagar,3311,1,1,1981,0,7997151
453,Kalyani Nagar,2454,3,1,2009,0,13609397
454,Kalyani Nagar,993,1,3,1980,0,3826715
455,Viman Nagar,3113,4,1,2008,1,3362893
457,Kalyani Nagar,1826,5,3,2008,1,10033666
458,Pimpri-Chinchwad,2474,1,1,2005,1,4627371
460,Pimpri-Chinchwad,1633,5,1,1992,1,8039171
463,Kalyani Nagar,1040,5,1,1992,0,2367992
468,Pimpri-Chinchwad,2346,1,3,2013,1,6079861
470,Viman Nagar,2364,5,1,1989,1,9440912
472,Kalyani Nagar,2950,2,1,2007,0,4885752
474,Kalyani Nagar,803,4,2,2023,1,12735459
475,Pimpri-Chinchwad,1051,3,2,2004,0,4687768
476,Kalyani Nagar,1271,1,2,2022,1,8283275
477,Viman Nagar,3346,3,2,1996,1,3105451
479,Kalyani Nagar,2059,1,3,2007,1,8439168
480,Kalyani Nagar,2773,1,2,1991,0,9089614
482,Viman Nagar,2376,1,3,2023,1,5682861
484,Kalyani Nagar,2355,5,2,2015,1,8352519
486,Pimpri-Chinchwad,2165,5,1,2008,0,12185358
488,Pimpri-Chinchwad,2863,3,2,1995,0,5920330
489,Viman Nagar,1583,1,2,1991,1,11941058
492,Kalyani Nagar,1417,4,2,1988,1,13638305
493,Viman Nagar,2503,1,2,1992,0,7284168
495,Kalyani Nagar,1186,4,3,2011,0,4676604
497,Pimpri-Chinchwad,2246,5,2,1994,1,7936874
501,Viman Nagar,2826,4,2,2015,0,9180418
503,Kalyani Nagar,1901,2,3,1991,1,7854528
504,Pimpri-Chinchwad,3011,3,3,1986,0,13690530
505,Pimpri-Chinchwad,1024,5,3,2021,1,5060273
507,Viman Nagar,1585,1,1,1982,1,7015094
508,Viman Nagar,3304,2,2,2007,0,3406524
509,Kalyani Nagar,2020,3,1,2023,0,7709793
511,Pimpri-Chinchwad,1560,3,3,1983,0,8171471
512,Viman Nagar,2785,4,3,1990,0,2164258
514,Viman Nagar,2612,2,2,1996,0,5420898
515,Viman Nagar,3119,4,3,1995,0,8862624
516,Pimpri-Chinchwad,1475,2,1,2020,1,5249047
518,Kalyani Nagar,1907,4,2,1994,1,5877079
519,Kalyani Nagar,3137,3,2,2007,1,12577088
520,Pimpri-Chinchwad,897,2,1,2023,0,12953485
521,Viman Nagar,2355,2,3,2003,1,10108272
523,Viman Nagar,1170,2,1,1990,0,13573526
524,Pimpri-Chinchwad,1974,2,2,2013,0,2069627
525,Kalyani Nagar,3494,2,1,1989,0,7067948
526,Viman Nagar,1484,1,1,2016,0,12648983
527,Kalyani Nagar,1251,4,3,1988,0,5770224
529,Kalyani Nagar,3473,3,1,2019,0,12707594
530,Kalyani Nagar,2154,3,3,2015,0,7680429
534,Kalyani Nagar,2183,3,1,1980,0,3164256
535,Pimpri-Chinchwad,843,4,2,2013,1,3861789
536,Kalyani Nagar,2559,2,1,1982,0,9672937
537,Pimpri-Chinchwad,3064,5,2,1995,1,5128978
538,Pimpri-Chinchwad,2527,1,1,2019,1,11025997
540,Viman Nagar,1777,3,1,2014,1,5339618
544,Viman Nagar,1693,5,2,1991,0,8180542
546,Kalyani Nagar,2558,5,1,2012,1,12412232
547,Kalyani Nagar,904,4,1,2022,0,7190701
551,Pimpri-Chinchwad,3479,4,3,2006,0,2920505
554,Kalyani Nagar,2891,5,3,1982,0,6511353
555,Kalyani Nagar,2017,3,2,2009,0,14430420
556,Kalyani Nagar,1047,5,3,1991,1,8168685
557,Pimpri-Chinchwad,2433,1,3,2011,1,4213405
558,Kalyani Nagar,836,4,1,2001,0,3773095
560,Viman Nagar,3498,2,1,2020,0,14316225
563,Kalyani Nagar,1453,5,1,1985,1,8484212
564,Viman Nagar,3431,5,2,2001,0,5802344
565,Viman Nagar,2416,3,1,1980,0,13491803
566,Viman Nagar,2924,3,1,2017,1,6164750
567,Pimpri-Chinchwad,2567,4,1,2013,0,9513020
568,Kalyani Nagar,1678,3,3,1987,1,4617154
569,Viman Nagar,3438,4,1,1980,1,10706893
570,Pimpri-Chinchwad,2248,1,1,2005,1,9557550
573,Pimpri-Chinchwad,2941,3,2,2023,1,9618909
574,Pimpri-Chinchwad,2009,4,3,1993,1,12977938
575,Kalyani Nagar,846,3,2,2005,1,2494439
576,Kalyani Nagar,1950,2,1,2015,0,8722903
578,Viman Nagar,1128,2,2,1999,1,11279687
580,Viman Nagar,2393,4,3,1995,0,9455991
581,Viman Nagar,2582,5,2,2018,0,7151351
582,Kalyani Nagar,987,1,2,2016,1,2544939
585,Pimpri-Chinchwad,1029,1,3,2012,0,9369659
586,Kalyani Nagar,2748,1,1,2016,0,8639835
587,Viman Nagar,1120,4,1,2012,1,8607202
589,Viman Nagar,2195,3,3,2006,0,7977468
593,Kalyani Nagar,2423,4,1,1997,0,8207640
595,Viman Nagar,1608,2,2,2002,0,10272157
596,Kalyani Nagar,2633,5,2,1988,1,4153886
597,Kalyani Nagar,1218,5,2,1983,1,6927655
598,Kalyani Nagar,2241,5,3,2005,1,12790578
599,Kalyani Nagar,2728,2,3,1982,0,10609785
600,Kalyani Nagar,1616,2,2,2010,1,3878359
601,Pimpri-Chinchwad,3253,1,2,2000,0,7224233
602,Viman Nagar,1220,2,3,1989,0,3432044
603,Kalyani Nagar,3163,2,2,1986,1,6216412
604,Viman Nagar,811,4,2,2008,0,12099928
605,Pimpri-Chinchwad,3226,1,3,2006,0,13319156
606,Pimpri-Chinchwad,3139,5,1,1985,1,2746567
607,Viman Nagar,1663,4,1,1990,1,7365259
613,Kalyani Nagar,1371,1,3,2015,1,14371420
614,Pimpri-Chinchwad,2431,2,2,1995,0,4477364
616,Pimpri-Chinchwad,2368,5,3,2019,1,7663229
617,Viman Nagar,1125,4,2,1991,1,9178359
619,Viman Nagar,2083,2,3,1996,0,2301233
620,Viman Nagar,3019,2,2,1980,1,9065266
621,Kalyani Nagar,3085,2,2,2002,0,8179153
623,Viman Nagar,1474,5,3,2000,1,9725942
624,Viman Nagar,2194,5,1,2011,1,14948229
627,Viman Nagar,964,3,2,1987,0,14102040
629,Viman Nagar,2820,3,2,1994,1,11877524
630,Viman Nagar,987,4,3,2013,0,2267237
631,Kalyani Nagar,2032,4,1,2009,1,11923155
633,Viman Nagar,3474,2,3,2000,1,10896583
634,Pimpri-Chinchwad,1881,3,2,2022,0,3550273
638,Kalyani Nagar,3427,3,2,2003,0,2990673
639,Viman Nagar,2469,1,1,1989,1,7224689
640,Kalyani Nagar,3447,4,2,1988,0,7550488
641,Viman Nagar,2082,5,2,1982,1,2458344
642,Kalyani Nagar,2696,4,2,2019,1,11675748
643,Kalyani Nagar,1846,5,2,2010,1,12158173
644,Pimpri-Chinchwad,2930,2,1,2007,0,7931579
645,Kalyani Nagar,2464,1,3,2017,1,4398627
647,Pimpri-Chinchwad,2848,1,1,2019,1,2518348
648,Kalyani Nagar,3214,5,3,1992,0,10525884
653,Pimpri-Chinchwad,1708,5,1,2002,1,7500485
654,Kalyani Nagar,3435,1,3,1989,1,5823662
655,Kalyani Nagar,3354,4,3,2017,1,6637605
660,Pimpri-Chinchwad,3232,3,1,2022,0,4735774
661,Kalyani Nagar,2394,2,1,2002,0,9332669
664,Pimpri-Chinchwad,2025,3,2,2011,1,11155482
665,Pimpri-Chinchwad,1009,3,1,1994,0,5785680
667,Kalyani Nagar,3062,2,1,2013,1,3904242
671,Pimpri-Chinchwad,1324,5,1,2007,0,7147728
673,Kalyani Nagar,2213,3,1,1997,0,11835849
674,Viman Nagar,2276,3,2,2014,1,10882899
676,Kalyani Nagar,3270,5,1,2006,1,14722844
677,Kalyani Nagar,1738,1,1,2017,1,5570683
678,Pimpri-Chinchwad,1140,2,3,2003,0,8269658
679,Kalyani Nagar,1178,4,3,2004,0,7447343
680,Kalyani Nagar,2631,4,1,2003,0,14158662
681,Kalyani Nagar,2048,4,3,2005,1,2052224
682,Kalyani Nagar,1116,3,3,2011,1,4547903
685,Pimpri-Chinchwad,1312,5,3,1997,1,5446181
687,Kalyani Nagar,2827,2,1,2019,1,13539564
690,Pimpri-Chinchwad,2682,3,1,1996,0,3427850
691,Kalyani Nagar,2389,4,1,1985,0,9970802
692,Kalyani Nagar,3478,2,1,2004,0,5418053
693,Viman Nagar,1194,4,1,2016,1,5667908
697,Viman Nagar,2072,3,1,1991,1,14679574
701,Pimpri-Chinchwad,2468,5,1,2009,1,3210353
702,Pimpri-Chinchwad,3102,5,3,1986,0,4636433
704,Viman Nagar,1202,4,3,1980,0,10685365
706,Viman Nagar,3154,2,1,1986,0,5187647
707,Kalyani Nagar,1976,5,3,2009,1,7433014
708,Pimpri-Chinchwad,1003,2,2,1994,1,7269272
711,Kalyani Nagar,2323,4,1,2021,1,14965488
712,Kalyani Nagar,1605,3,2,1983,1,5231660
714,Pimpri-Chinchwad,1380,2,3,2016,0,2098374
715,Pimpri-Chinchwad,1869,1,1,1997,1,6647568
716,Viman Nagar,902,4,1,1986,0,3145241
721,Pimpri-Chinchwad,2292,2,3,1997,0,7190098
722,Pimpri-Chinchwad,2145,5,2,2018,1,7010216
724,Viman Nagar,1620,3,2,2019,0,11342054
727,Viman Nagar,2199,5,2,2008,0,9959514
729,Pimpri-Chinchwad,1208,5,1,2000,0,8204725
731,Kalyani Nagar,1700,3,1,2011,0,14447539
732,Kalyani Nagar,960,3,3,1985,0,4577528
733,Viman Nagar,1748,4,2,2021,1,4520156
738,Viman Nagar,938,1,2,2004,1,9974192
739,Viman Nagar,3081,2,3,1995,1,7699614
740,Kalyani Nagar,1339,3,3,1997,0,5799558
742,Kalyani Nagar,1602,2,3,2006,0,9428506
744,Kalyani Nagar,3185,1,1,1988,0,10443535
745,Pimpri-Chinchwad,2316,3,2,1999,1,11663236
746,Pimpri-Chinchwad,2656,5,1,1984,0,4223922
747,Pimpri-Chinchwad,2531,3,1,2015,0,9293477
748,Pimpri-Chinchwad,3037,3,1,2018,0,3713745
750,Pimpri-Chinchwad,1423,2,1,2017,1,3258458
751,Viman Nagar,1293,1,3,1980,0,2401059
752,Viman Nagar,1073,5,3,1982,0,4817207
754,Pimpri-Chinchwad,1320,3,1,2002,1,12431228
755,Pimpri-Chinchwad,2515,4,3,1990,1,4973574
756,Pimpri-Chinchwad,3204,1,1,2006,0,2026117
757,Kalyani Nagar,1237,5,3,2014,1,2546284
759,Kalyani Nagar,3094,1,3,1997,0,9428799
761,Pimpri-Chinchwad,1086,2,3,1998,0,4622755
762,Pimpri-Chinchwad,1739,4,2,2002,1,2973681
763,Kalyani Nagar,855,5,2,2000,1,13601390
764,Kalyani Nagar,1144,4,1,1989,1,6117519
766,Viman Nagar,3135,2,1,2016,1,5447514
768,Kalyani Nagar,1382,3,2,2016,0,12823112
769,Kalyani Nagar,1056,4,2,2021,0,2081040
771,Kalyani Nagar,3037,1,3,1997,1,12695223
773,Viman Nagar,818,2,1,1992,0,12520959
778,Kalyani Nagar,1452,5,1,2012,1,12313031
779,Pimpri-Chinchwad,1295,5,3,1983,1,3594626
784,Pimpri-Chinchwad,2093,1,2,2012,0,13018213
785,Kalyani Nagar,3402,3,2,1991,1,10141033
788,Viman Nagar,1097,4,1,1984,1,9240146
791,Pimpri-Chinchwad,1726,4,3,1993,1,12124489
792,Kalyani Nagar,1446,5,2,2009,1,13382794
793,Viman Nagar,3223,2,2,2021,1,4795844
795,Viman Nagar,1149,1,1,1997,0,13567387
797,Kalyani Nagar,3349,1,1,2015,1,4458688
799,Pimpri-Chinchwad,2672,3,3,1987,0,12492642
800,Pimpri-Chinchwad,2400,5,1,1995,0,2035353
801,Pimpri-Chinchwad,1076,1,2,1996,0,8118306
802,Pimpri-Chinchwad,1536,1,2,1988,1,4568863
803,Viman Nagar,982,3,3,2023,1,8265310
804,Kalyani Nagar,1322,3,3,2020,1,11720084
807,Pimpri-Chinchwad,838,1,1,1996,1,7012970
808,Pimpri-Chinchwad,1361,2,3,1985,0,12540100
810,Kalyani Nagar,2502,5,2,2011,1,7089786
811,Viman Nagar,1290,2,2,2015,0,9062881
816,Viman Nagar,1011,5,3,2011,1,5254606
819,Kalyani Nagar,2072,5,1,1995,1,2481725
820,Viman Nagar,1172,1,1,1994,1,7860010
822,Viman Nagar,1861,5,3,2000,1,2395116
824,Pimpri-Chinchwad,2971,2,3,2015,0,10408467
826,Kalyani Nagar,1898,4,1,2004,1,7646240
828,Viman Nagar,2479,3,2,2023,0,3907807
831,Viman Nagar,1927,1,3,2009,1,11437261
832,Pimpri-Chinchwad,2281,3,1,2010,0,5658012
835,Kalyani Nagar,1653,4,2,1998,0,6507363
